"SAP Buchungskreis";"order number";"article number";"article name"
"M001";"190480136";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"M172";"190430695";"1290782";"QC 5115/15"
"M147";"190397413";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"M224";"190283061";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S027";"196840730";"2312251";"MG 5720/15 MULTIGROOM"
"S211";"190361291";"2670812";"NT 3650/16"
"M127";"190497446";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M130";"190449665";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S085";"190293750";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M051";"190452893";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M116";"190547080";"2643587";"EP 2220/40"
"S063";"190458185";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M188";"190499856";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M260";"190198390";"2583350";"S 3233/52 SERIES 3000"
"M024";"190438494";"2229897";"GC 2994/20 POWERLIFE 2400W"
"M246";"190239061";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S087";"190344822";"2670816";"S 7788/55"
"M183";"1550249";"2472688";"HX 8431/01"
"M052";"190302357";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M306";"190263364";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M042";"190481976";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M198";"190481058";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S056";"190478319";"2395812";"BT 3216/14 SERIES 3000"
"S012";"190793028";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M219";"190394263";"1822510";"HX 6510/22"
"S079";"190734911";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"S304";"190712364";"1290782";"QC 5115/15"
"S072";"190397390";"2710373";"271V8LA/00"
"M100";"190327810";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S060";"190482302";"2312251";"MG 5720/15 MULTIGROOM"
"M142";"190328737";"2670812";"NT 3650/16"
"S328";"190247508";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M208";"190370497";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M081";"190496578";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M073";"190362735";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M209";"190491892";"2643587";"EP 2220/40"
"M132";"190322480";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S201";"190627171";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M013";"190453238";"2583350";"S 3233/52 SERIES 3000"
"S037";"320374449";"2229897";"GC 2994/20 POWERLIFE 2400W"
"S006";"190681267";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S080";"190492342";"2670816";"S 7788/55"
"M255";"190348312";"2472688";"HX 8431/01"
"S337";"190194579";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M164";"190498426";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S058";"190313128";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M001";"190483620";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M210";"190499893";"2395812";"BT 3216/14 SERIES 3000"
"M209";"190486790";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S068";"190648116";"1822510";"HX 6510/22"
"M294";"190141390";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"M091";"190727183";"1290782";"QC 5115/15"
"M218";"190329877";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M221";"190780653";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M038";"190492119";"2312251";"MG 5720/15 MULTIGROOM"
"M144";"190541346";"2670812";"NT 3650/16"
"M280";"190293225";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M186";"190498756";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S071";"1835184";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M162";"190382925";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M123";"190274155";"2643587";"EP 2220/40"
"M052";"190300868";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M198";"190478508";"2716508";"MG9710/90 ALL-IN-ONE TRIMMER 9000"
"M088";"190606488";"2583350";"S 3233/52 SERIES 3000"
"M156";"190391023";"2229897";"GC 2994/20 POWERLIFE 2400W"
"S324";"194321041";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"M086";"190450861";"2670816";"S 7788/55"
"M115";"190327530";"2472688";"HX 8431/01"
"M039";"190464639";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"S337";"190192328";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M200";"190397100";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M208";"190370497";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M115";"190331759";"2395812";"BT 3216/14 SERIES 3000"
"S073";"2329134";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S210";"190575960";"1822510";"HX 6510/22"
"M220";"190326468";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"S097";"190416887";"1290782";"QC 5115/15"
"S060";"190477064";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M173";"190510205";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M024";"190439125";"2667267";"HX 9911/94 DIAMONDCLEAN PREMIUM"
"M144";"190541346";"2670812";"NT 3650/16"
"M212";"190342628";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M186";"190498756";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M291";"190168247";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M174";"190402118";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M018";"190538348";"2643587";"EP 2220/40"
"M054";"190406319";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M160";"190283528";"2716508";"MG9710/90 ALL-IN-ONE TRIMMER 9000"
"M279";"190324729";"2583350";"S 3233/52 SERIES 3000"
"S048";"190414036";"2229897";"GC 2994/20 POWERLIFE 2400W"
"S324";"194321041";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"M053";"1667587";"2670816";"S 7788/55"
"M115";"190327530";"2472688";"HX 8431/01"
"M024";"190438494";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"S092";"190764676";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M315";"190081582";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M208";"190370497";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S027";"196840730";"2395812";"BT 3216/14 SERIES 3000"
"M081";"190496578";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S331";"190257513";"1822510";"HX 6510/22"
"M192";"190419583";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"M095";"190545175";"1290782";"QC 5115/15"
"M115";"190328494";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M147";"190398766";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S072";"190397722";"2667267";"HX 9911/94 DIAMONDCLEAN PREMIUM"
"S072";"190397454";"2670812";"NT 3650/16"
"S005";"190997164";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M186";"190498756";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M278";"190130901";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S208";"190428011";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S098";"190497493";"2643587";"EP 2220/40"
"M039";"190463708";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M223";"190395951";"2716508";"MG9710/90 ALL-IN-ONE TRIMMER 9000"
"M279";"190324729";"2583350";"S 3233/52 SERIES 3000"
"M306";"190267749";"2229897";"GC 2994/20 POWERLIFE 2400W"
"M203";"1418059";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S004";"190695311";"2670816";"S 7788/55"
"M057";"190426407";"2472688";"HX 8431/01"
"M024";"190438494";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"S016";"190586570";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M219";"190394263";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M090";"190431229";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M065";"190490230";"2395812";"BT 3216/14 SERIES 3000"
"M143";"190428290";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M055";"190365646";"1822510";"HX 6510/22"
"M089";"190520077";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"M056";"190597309";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M023";"190500631";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S042";"190338532";"2577581";"255.02 HK 25 HEIZKISSEN"
"S209";"190450064";"2670812";"NT 3650/16"
"S031";"190606376";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S037";"320374449";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S084";"190384138";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M103";"190585828";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S098";"190497484";"2643587";"EP 2220/40"
"M047";"190380222";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S075";"190302354";"2457211";"HR 2381/05 PASTAMAKER WEISS"
"M114";"190449803";"2583350";"S 3233/52 SERIES 3000"
"M262";"190209707";"2229897";"GC 2994/20 POWERLIFE 2400W"
"S069";"190349182";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S016";"190589412";"2670816";"S 7788/55"
"M218";"190330230";"2472688";"HX 8431/01"
"S085";"190295843";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M254";"190295893";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M219";"190394263";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S021";"190245233";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M072";"190461020";"2395812";"BT 3216/14 SERIES 3000"
"M171";"190320004";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M076";"190456421";"1822510";"HX 6510/22"
"M087";"190363443";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"M241";"190306386";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M171";"190324451";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M252";"190229330";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"S304";"190715711";"2670812";"NT 3650/16"
"M144";"190506923";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M255";"190348312";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M056";"190599842";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S077";"126037900";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M040";"190510476";"2643587";"EP 2220/40"
"M018";"190540067";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M111";"190413677";"2583350";"S 3233/52 SERIES 3000"
"S029";"190356072";"2229897";"GC 2994/20 POWERLIFE 2400W"
"S040";"190586196";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"M204";"190251511";"2670816";"S 7788/55"
"M218";"190330230";"2472688";"HX 8431/01"
"M160";"190284818";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M020";"190484134";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S210";"190575960";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M024";"190438494";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S080";"190493688";"2395812";"BT 3216/14 SERIES 3000"
"S084";"190384138";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M111";"190413677";"1822510";"HX 6510/22"
"S001";"190558869";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"M073";"190362754";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M083";"190375613";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M252";"190229330";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"S304";"190715711";"2670812";"NT 3650/16"
"M062";"190511620";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S027";"196829410";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M056";"190599842";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M147";"190397343";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M173";"190507815";"2643587";"EP 2220/40"
"M147";"190396458";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M142";"190328737";"2583350";"S 3233/52 SERIES 3000"
"M210";"190499893";"2229897";"GC 2994/20 POWERLIFE 2400W"
"S012";"190791477";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S039";"190367576";"2670816";"S 7788/55"
"M027";"190544359";"2472688";"HX 8431/01"
"S027";"196829410";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M177";"190364853";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S307";"190533868";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M059";"190431180";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S017";"190287406";"2395812";"BT 3216/14 SERIES 3000"
"S084";"190384138";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M077";"190407208";"1822510";"HX 6510/22"
"M127";"190496852";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"S056";"190478285";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"S070";"190273249";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M078";"190472551";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"M301";"190285718";"2670812";"NT 3650/16"
"S322";"190236450";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M115";"190327530";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M127";"190490661";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M227";"190426183";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M025";"190378010";"2643587";"EP 2220/40"
"S216";"190418010";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S073";"2329134";"2583350";"S 3233/52 SERIES 3000"
"M115";"190331759";"2229897";"GC 2994/20 POWERLIFE 2400W"
"S012";"190791477";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S077";"126040889";"2670816";"S 7788/55"
"M281";"190357463";"2472688";"HX 8431/01"
"S036";"310370743";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M152";"190335327";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M257";"190174721";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M059";"190431180";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M012";"190403689";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S012";"190793028";"1822510";"HX 6510/22"
"S008";"190609982";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"M012";"190402678";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M111";"190415601";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M228";"190417166";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"M087";"190363421";"2670812";"NT 3650/16"
"M313";"190062125";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S321";"190261686";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M169";"190423814";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M070";"190418891";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S058";"190311914";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M027";"190540145";"2583350";"S 3233/52 SERIES 3000"
"M115";"190331759";"2229897";"GC 2994/20 POWERLIFE 2400W"
"S099";"190294459";"2670816";"S 7788/55"
"M119";"190477649";"2472688";"HX 8431/01"
"M115";"190331759";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M083";"190373686";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M141";"190321159";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M059";"190431180";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M166";"190429519";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S085";"190293750";"1822510";"HX 6510/22"
"S009";"190409203";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"S076";"190850282";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M089";"190521172";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S098";"190501781";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"M199";"190540683";"2670812";"NT 3650/16"
"M065";"190486098";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S051";"190288927";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M199";"190540683";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M255";"190348224";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M153";"190454938";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M083";"190372746";"2583350";"S 3233/52 SERIES 3000"
"M095";"190545175";"2229897";"GC 2994/20 POWERLIFE 2400W"
"M125";"190377450";"2670816";"S 7788/55"
"GW03";"206688392";"2472688";"HX 8431/01"
"M047";"190380369";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M046";"190373668";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M018";"190546298";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M234";"190395604";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S060";"190479753";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S217";"190278991";"1822510";"HX 6510/22"
"S009";"190409206";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"M061";"190374937";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M260";"190196010";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S337";"190194579";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"M199";"190540683";"2670812";"NT 3650/16"
"M255";"190348700";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M294";"190141597";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S048";"190412194";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M265";"190162822";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M014";"190427850";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S332";"190251197";"2583350";"S 3233/52 SERIES 3000"
"M103";"190585837";"2670816";"S 7788/55"
"M069";"190597883";"2472688";"HX 8431/01"
"M065";"190490230";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M095";"190546235";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M116";"190550093";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M156";"190391023";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M127";"190490661";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S217";"190278991";"1822510";"HX 6510/22"
"S310";"190321276";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"M297";"190066488";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M042";"190481979";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M116";"190550926";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"M241";"190305895";"2670812";"NT 3650/16"
"S008";"190611790";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M078";"190477723";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M304";"190282574";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M083";"190373581";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M028";"190419735";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M249";"190159120";"2583350";"S 3233/52 SERIES 3000"
"M246";"190235824";"2670816";"S 7788/55"
"M092";"190482192";"2472688";"HX 8431/01"
"M282";"190350779";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M078";"190476056";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M060";"190426999";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S027";"196829410";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S038";"330558116";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S217";"190278991";"1822510";"HX 6510/22"
"M221";"190779308";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"M299";"190553698";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"S010";"190359286";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M179";"190296300";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"M304";"190282574";"2670812";"NT 3650/16"
"S307";"190537174";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M187";"190448059";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M039";"190464639";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S332";"190247421";"2528075";"EP 3246/70 3200 LATTEGO SW"
"GW03";"206573298";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S216";"190422888";"2583350";"S 3233/52 SERIES 3000"
"S067";"2191443";"2670816";"S 7788/55"
"M092";"190482192";"2472688";"HX 8431/01"
"M027";"190547561";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"S056";"190478319";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S088";"190775388";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M254";"190295893";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M068";"190516872";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S071";"1835184";"1822510";"HX 6510/22"
"M316";"190039286";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"S005";"190991144";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M050";"190483866";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M101";"190388465";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"M198";"190481058";"2670812";"NT 3650/16"
"M065";"190486071";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M187";"190448059";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M198";"190481058";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M159";"190459240";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S307";"190530841";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S084";"190384138";"2583350";"S 3233/52 SERIES 3000"
"S025";"190318821";"2670816";"S 7788/55"
"M095";"190545175";"2472688";"HX 8431/01"
"S304";"190712364";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"S029";"190356072";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M088";"190606488";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S321";"190261686";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M052";"190302357";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M069";"190597881";"1822510";"HX 6510/22"
"S044";"190511947";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"S307";"190532719";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"S010";"190385503";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M234";"190395604";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"M253";"190324413";"2670812";"NT 3650/16"
"M058";"190434633";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S082";"190770650";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M253";"190324413";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M132";"190324846";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M104";"981433243";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M166";"190429519";"2583350";"S 3233/52 SERIES 3000"
"S085";"190296433";"2670816";"S 7788/55"
"M215";"190407620";"2472688";"HX 8431/01"
"M081";"190502270";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"S204";"190313589";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M076";"190456421";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S010";"190385103";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M052";"190302357";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S216";"190422888";"1822510";"HX 6510/22"
"M027";"190540144";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"S009";"190406138";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M054";"190406229";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M102";"190470890";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"M116";"190550926";"2670812";"NT 3650/16"
"S047";"190352858";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M138";"190424097";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M042";"190485614";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M255";"190348331";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M246";"190235821";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S060";"190479753";"2583350";"S 3233/52 SERIES 3000"
"M187";"190448953";"2670816";"S 7788/55"
"M094";"190348599";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"S060";"190482302";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S012";"190801911";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S006";"190684120";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M230";"190416589";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M205";"190470564";"1822510";"HX 6510/22"
"M086";"190447939";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M254";"190299318";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M072";"190455500";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"S092";"190767363";"2670812";"NT 3650/16"
"S097";"190386773";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M205";"190474915";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M109";"190389479";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M173";"190507277";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M215";"190405103";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S031";"190605661";"2583350";"S 3233/52 SERIES 3000"
"M231";"190357742";"2670816";"S 7788/55"
"GW03";"206688392";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S012";"190801911";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M294";"190141597";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M027";"190541254";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M166";"190429519";"1822510";"HX 6510/22"
"S210";"190574922";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"S305";"190369557";"2583319";"XC8045/01 SPEEDPRO MAX+"
