"SAP Buchungskreis";"order number";"article number";"article name"
"M170";"190450335";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"M030";"190399241";"2670812";"NT 3650/16"
"M075";"190423844";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S052";"190346917";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M130";"190449665";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M045";"190409832";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M182";"190368675";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S038";"330558116";"2583350";"S 3233/52 SERIES 3000"
"M309";"190302719";"2670816";"S 7788/55"
"S031";"190606400";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S012";"190793028";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M294";"190141597";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M198";"190481058";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M082";"190317208";"1822510";"HX 6510/22"
"S316";"190354038";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M012";"190403396";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M062";"190511862";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"M312";"190105255";"2670812";"NT 3650/16"
"M036";"190317602";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M278";"190132172";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S004";"190699985";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M132";"190324845";"2528075";"EP 3246/70 3200 LATTEGO SW"
"GW03";"206588606";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M169";"190423814";"2583350";"S 3233/52 SERIES 3000"
"M218";"190333341";"2670816";"S 7788/55"
"S089";"190549678";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M142";"190328737";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S304";"190709773";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M017";"190452789";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S038";"330558116";"1822510";"HX 6510/22"
"S044";"190513856";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M062";"190511643";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M176";"190261997";"2161371";"QP 6520/60 ONEBLADE PRO PROMOTION"
"S092";"190764676";"2670812";"NT 3650/16"
"GW04";"314623449";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M030";"190394405";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M024";"190438494";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S209";"190448759";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M078";"190473856";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M299";"190552878";"2583350";"S 3233/52 SERIES 3000"
"S309";"190355767";"2670816";"S 7788/55"
"S069";"190349182";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S087";"190343727";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M078";"190477723";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M001";"190483620";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M085";"190517357";"1822510";"HX 6510/22"
"M154";"190490201";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M050";"190489402";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S042";"190338532";"2645021";"XM200009-08 WASHABLE DUST"
"M186";"190498756";"2670812";"NT 3650/16"
"S053";"190360965";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S201";"190628947";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M024";"190438494";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M161";"190447730";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S202";"190317334";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M241";"190305895";"2583350";"S 3233/52 SERIES 3000"
"M137";"190404465";"2670816";"S 7788/55"
"S095";"190336291";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S087";"190343727";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M262";"190209707";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S214";"190324202";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M048";"1702820";"1822510";"HX 6510/22"
"S067";"2191377";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"S009";"190410439";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M221";"190783526";"2670812";"NT 3650/16"
"S085";"190297663";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M172";"190430695";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"GW04";"314552409";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S058";"190312371";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S001";"190558541";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M117";"190395013";"2583350";"S 3233/52 SERIES 3000"
"M300";"190308639";"2670816";"S 7788/55"
"M206";"190315936";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S030";"190248231";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M027";"190544359";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M199";"190538015";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M045";"190406526";"1822510";"HX 6510/22"
"M090";"190430396";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"S072";"190399751";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S092";"190768751";"2670812";"NT 3650/16"
"M088";"190608854";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S072";"190399548";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"GW04";"314552409";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S307";"190530839";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M265";"190161147";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M153";"190451057";"2583350";"S 3233/52 SERIES 3000"
"S071";"1834856";"2670816";"S 7788/55"
"M227";"190432869";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M060";"190430440";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S069";"190351834";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M101";"190388465";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M045";"190406526";"1822510";"HX 6510/22"
"M100";"190328759";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M280";"190293225";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S027";"196829410";"2670812";"NT 3650/16"
"M053";"1670536";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M072";"190461020";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M059";"190431180";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M155";"190415643";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S009";"190406125";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M039";"190464639";"2583350";"S 3233/52 SERIES 3000"
"M080";"8022671";"2670816";"S 7788/55"
"M222";"190324883";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M159";"190458805";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M162";"190383280";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"GW04";"314552409";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M039";"190464639";"1822510";"HX 6510/22"
"M198";"190474669";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"S339";"190226748";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S033";"190325657";"2670812";"NT 3650/16"
"M210";"190497130";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M100";"190331185";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M221";"190779400";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S309";"190355928";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M018";"190539240";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M027";"190541254";"2583350";"S 3233/52 SERIES 3000"
"M145";"190345258";"2670816";"S 7788/55"
"S333";"190294230";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S217";"190278991";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M305";"190145571";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S319";"190277940";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M198";"190481058";"1822510";"HX 6510/22"
"M061";"190374938";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M144";"190506923";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S078";"1729456";"2670812";"NT 3650/16"
"M281";"190357978";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M159";"190461590";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M190";"190563209";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S103";"191763824";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S092";"190766718";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S059";"190325991";"2583350";"S 3233/52 SERIES 3000"
"S085";"190296435";"2670816";"S 7788/55"
"M228";"190417166";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M098";"190529393";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M059";"190431180";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M130";"190449665";"1822510";"HX 6510/22"
"M081";"190495243";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"S038";"330564827";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M126";"982819030";"2670812";"NT 3650/16"
"M173";"190513393";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M159";"190461590";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M186";"190498756";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M231";"190354970";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S322";"190236420";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M017";"190452789";"2583350";"S 3233/52 SERIES 3000"
"M115";"190328731";"2670816";"S 7788/55"
"S332";"190251197";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M281";"190357463";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M059";"190431180";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M221";"190786173";"1822510";"HX 6510/22"
"S005";"190992303";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M001";"190484866";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M232";"190257311";"2670812";"NT 3650/16"
"M079";"190344984";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S040";"190586196";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M183";"1550249";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M025";"190378622";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M103";"190584010";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M130";"190449665";"2583350";"S 3233/52 SERIES 3000"
"S089";"190545142";"2670816";"S 7788/55"
"S304";"190715711";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M217";"190423481";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M224";"190284751";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M237";"190341379";"1822510";"HX 6510/22"
"S027";"196827186";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M164";"190500590";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M299";"190558331";"2670812";"NT 3650/16"
"M171";"190325855";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M062";"190511862";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M152";"190331351";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M183";"1550169";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M400";"190066936";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S004";"190699985";"2583350";"S 3233/52 SERIES 3000"
"M029";"190369966";"2670816";"S 7788/55"
"M249";"190159120";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M115";"190331759";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M190";"190563209";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M202";"190475513";"1822510";"HX 6510/22"
"M034";"190408897";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M175";"190425550";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M218";"190330230";"2670812";"NT 3650/16"
"S104";"190398395";"2112387";"BRL 130/00"
"M062";"190511862";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M156";"190391023";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S005";"190995668";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M227";"190426176";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M208";"190370497";"2583350";"S 3233/52 SERIES 3000"
"M079";"190340481";"2670816";"S 7788/55"
"M278";"190130901";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S329";"190233842";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M221";"190783526";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M202";"190475513";"1822510";"HX 6510/22"
"M266";"190182120";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"M130";"190449200";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M049";"190482893";"2670812";"NT 3650/16"
"S012";"190801911";"2112387";"BRL 130/00"
"M084";"190478356";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S027";"196829410";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S313";"190300014";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M028";"190421117";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S214";"190324202";"2583350";"S 3233/52 SERIES 3000"
"S078";"1725951";"2670816";"S 7788/55"
"S084";"190384138";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S027";"196840730";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M254";"190295893";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M202";"190475513";"1822510";"HX 6510/22"
"S005";"190991952";"2226513";"BRI 956/00 LUMEA PRESTIGE KUPFER"
"S100";"190326139";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S036";"310366751";"2670812";"NT 3650/16"
"S027";"196829410";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S009";"190408730";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M018";"190540060";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S080";"190488951";"2583350";"S 3233/52 SERIES 3000"
"S090";"190583145";"2670816";"S 7788/55"
"M056";"190599842";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S060";"190482302";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M115";"190327530";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M202";"190475513";"1822510";"HX 6510/22"
"M134";"190522882";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S029";"190356072";"2670812";"NT 3650/16"
"S010";"190385103";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M064";"190550440";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M114";"190448012";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S080";"190488951";"2583350";"S 3233/52 SERIES 3000"
"S102";"190477885";"2670816";"S 7788/55"
"S060";"190479753";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M065";"190490230";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S033";"190325657";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"GW04";"314552409";"1822510";"HX 6510/22"
"M127";"190496870";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M281";"190357463";"2670812";"NT 3650/16"
"S010";"190385103";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S043";"190424313";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M116";"190548330";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S075";"190301757";"2583350";"S 3233/52 SERIES 3000"
"S075";"190302647";"2670816";"S 7788/55"
"M127";"190490661";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M065";"190490230";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M084";"190473117";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M030";"190399241";"1822510";"HX 6510/22"
"M150";"190315899";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S201";"190628947";"2670812";"NT 3650/16"
"S006";"190684120";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M162";"190385682";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M028";"190421181";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M224";"190284751";"2583350";"S 3233/52 SERIES 3000"
"S069";"190353843";"2670816";"S 7788/55"
"M127";"190490661";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M129";"190477447";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M059";"190428853";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M030";"190399241";"1822510";"HX 6510/22"
"M127";"190495810";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S078";"1724242";"2670812";"NT 3650/16"
"M294";"190141597";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S012";"190789998";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M183";"1550913";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M190";"190563209";"2583350";"S 3233/52 SERIES 3000"
"M067";"190390104";"2670816";"S 7788/55"
"S038";"330558116";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S324";"194321041";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M294";"190141597";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S092";"190764676";"1822510";"HX 6510/22"
"M112";"190290947";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M017";"190448804";"2670812";"NT 3650/16"
"S304";"190709773";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S077";"126037243";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S308";"192307023";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M186";"190498756";"2583350";"S 3233/52 SERIES 3000"
"M148";"190337331";"2670816";"S 7788/55"
"M169";"190423814";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M197";"190502966";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M126";"982819030";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M211";"190382005";"1822510";"HX 6510/22"
"S220";"190190798";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M017";"190448804";"2670812";"NT 3650/16"
"S082";"190770650";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M301";"190285825";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S044";"190514426";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M183";"1550249";"2583350";"S 3233/52 SERIES 3000"
"S315";"190416294";"2670816";"S 7788/55"
"M199";"190540683";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S213";"190872858";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M187";"190448059";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M186";"190498756";"1822510";"HX 6510/22"
"M062";"190511664";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M065";"190490230";"2670812";"NT 3650/16"
"M049";"190482893";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M116";"190549068";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S085";"190295546";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M202";"190474772";"2583350";"S 3233/52 SERIES 3000"
"S023";"190514634";"2670816";"S 7788/55"
"M199";"190540683";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M172";"190430695";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S082";"190770650";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M234";"190395604";"1822510";"HX 6510/22"
"M018";"190539987";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M065";"190490230";"2670812";"NT 3650/16"
"M305";"190145571";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M012";"190402889";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M014";"190426510";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M037";"190422001";"2583350";"S 3233/52 SERIES 3000"
"M156";"190394192";"2670816";"S 7788/55"
"M052";"190302357";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M027";"190547561";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M262";"190209707";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M255";"190348312";"1822510";"HX 6510/22"
"M246";"190217355";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M197";"190502966";"2670812";"NT 3650/16"
"S052";"190346917";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M299";"190558578";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M221";"190757292";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S321";"190261686";"2583350";"S 3233/52 SERIES 3000"
"M171";"190325848";"2670816";"S 7788/55"
"M241";"190305895";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M007";"190394770";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M306";"190263365";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M051";"190452881";"1822510";"HX 6510/22"
"M018";"190546087";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M197";"190502966";"2670812";"NT 3650/16"
"M115";"190331759";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S309";"190361427";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M157";"190341641";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M098";"190525553";"2583350";"S 3233/52 SERIES 3000"
"M178";"190339039";"2670816";"S 7788/55"
"M241";"190305895";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M159";"190461590";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M085";"190515134";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S048";"190414036";"1822510";"HX 6510/22"
"S097";"190386774";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M183";"1550250";"2670812";"NT 3650/16"
"S085";"190297716";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S090";"190581875";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M018";"190538903";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M294";"190141597";"2583350";"S 3233/52 SERIES 3000"
"M170";"190453733";"2670816";"S 7788/55"
"M198";"190481058";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M117";"190397042";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M205";"190474915";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S027";"196829410";"1822510";"HX 6510/22"
"S300";"190400007";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M202";"190471927";"2670812";"NT 3650/16"
"M047";"190380369";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M040";"190516460";"2528075";"EP 3246/70 3200 LATTEGO SW"
"GW04";"314651063";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M126";"982819030";"2583350";"S 3233/52 SERIES 3000"
"S001";"190552664";"2670816";"S 7788/55"
"M017";"190452789";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M316";"190039503";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S061";"190420827";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S027";"196829410";"1822510";"HX 6510/22"
"S040";"190586196";"2670812";"NT 3650/16"
"M306";"190264640";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S009";"190406123";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S016";"190590601";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M191";"190403405";"2583350";"S 3233/52 SERIES 3000"
"S018";"190277231";"2670816";"S 7788/55"
"M001";"190483620";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M038";"190491057";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M138";"190429107";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M115";"190327530";"1822510";"HX 6510/22"
"M062";"190511862";"2670812";"NT 3650/16"
"M017";"190448804";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M070";"190418304";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M206";"190314878";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M306";"190267749";"2583350";"S 3233/52 SERIES 3000"
"M078";"190475211";"2670816";"S 7788/55"
"S004";"190699985";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S097";"190416887";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M246";"190239061";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S006";"190684120";"1822510";"HX 6510/22"
"M094";"190348599";"2670812";"NT 3650/16"
"M017";"190448804";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M116";"190549075";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S075";"190302353";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S082";"190770650";"2583350";"S 3233/52 SERIES 3000"
"M309";"190302718";"2670816";"S 7788/55"
"S004";"190699985";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M178";"190341601";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M310";"190101020";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M191";"190403405";"1822510";"HX 6510/22"
"S307";"190530663";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M076";"190456401";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M015";"190421656";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M218";"190330230";"2583350";"S 3233/52 SERIES 3000"
"M162";"190383877";"2670816";"S 7788/55"
"S092";"190767363";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M178";"190341601";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S029";"190356072";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M262";"190209707";"1822510";"HX 6510/22"
"M119";"190477649";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M001";"190480642";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S329";"190232713";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M138";"190424097";"2583350";"S 3233/52 SERIES 3000"
